num_rooms,size,floor,Price,Location,Date,Today
2 ,55 ,11/11 ,87 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
4 ,170 ,3/17 ,325 000,Nəsimi m.,"Bakı, 26 may 2022",06/15/2022
8 ,380 ,12/13 ,950 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
3 ,98 ,2/16 ,169 000,Neftçilər m.,"Bakı, 10 i̇yun 2022",06/15/2022
2 ,68 ,15/20 ,115 000,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
2 ,55 ,14/16 ,88 000,Yasamal r.,"Bakı, 26 may 2022",06/15/2022
2 ,80 ,5/16 ,172 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,135 ,10/12 ,218 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
2 ,94 ,8/16 ,185 000,Nizami m.,"Bakı, 26 may 2022",06/15/2022
2 ,105 ,7/18 ,169 000,Nəsimi r.,"Bakı, 02 i̇yun 2022",06/15/2022
4 ,115 ,6/18 ,214 999,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
3 ,85 ,6/9 ,123 000,9-cu mikrorayon q.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,127 ,4/16 ,103 000,Nizami r.,"Bakı, 26 may 2022",06/15/2022
4 ,165 ,10/16 ,210 000,20 Yanvar m.,"Bakı, 29 may 2022",06/15/2022
3 ,172.2 ,12/19 ,250 000,Nərimanov r.,"Bakı, dünən 15:35",06/15/2022
3 ,141 ,11/17 ,295 000,Elmlər Akademiyası m.,"Bakı, bugün 11:22",06/15/2022
3 ,105 ,7/20 ,139 000,Əhmədli q.,"Bakı, bugün 02:44",06/15/2022
4 ,154 ,,354 131,Bakı,"Bakı, bugün 15:26",06/15/2022
1 ,45.7 ,,57 112,Bakı,"Bakı, bugün 10:39",06/15/2022
2 ,65.2 ,,260 474,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022
4 ,287 ,,583 184,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,55 ,8/12 ,80 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,55 ,5/17 ,80 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,90 ,16/18 ,105 000,Nəsimi r.,"Bakı, 28 may 2022",06/15/2022
2 ,70 ,7/7 ,94 500,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
2 ,85 ,2/16 ,147 000,7-ci mikrorayon q.,"Bakı, 26 may 2022",06/15/2022
3 ,110 ,6/11 ,146 800,Yasamal r.,"Bakı, 30 may 2022",06/15/2022
4 ,193 ,16/20 ,470 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
3 ,90 ,3/20 ,118 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,122 ,7/11 ,150 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,102 ,12/16 ,220 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
2 ,64 ,3/19 ,152 000,İnşaatçılar m.,"Bakı, 27 may 2022",06/15/2022
3 ,93 ,10/12 ,124 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
4 ,180 ,3/13 ,234 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
2 ,50 ,2/18 ,85 500,Yasamal r.,"Bakı, 26 may 2022",06/15/2022
3 ,75 ,9/9 ,90 000,Bakıxanov q.,"Bakı, 26 may 2022",06/15/2022
4 ,130 ,5/5 ,170 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,85 ,5/9 ,134 500,Nəsimi m.,"Bakı, dünən 19:45",06/15/2022
3 ,110 ,15/16 ,173 000,Qara Qarayev m.,"Bakı, 26 may 2022",06/15/2022
4 ,127 ,13/13 ,134 000,Memar Əcəmi m.,"Bakı, 26 may 2022",06/15/2022
3 ,78 ,11/22 ,99 900,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,100 ,7/18 ,145 000,3-cü mikrorayon q.,"Bakı, 26 may 2022",06/15/2022
3 ,149 ,10/17 ,290 000,Elmlər Akademiyası m.,"Bakı, 27 may 2022",06/15/2022
3 ,110 ,11/12 ,137 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
4 ,214 ,12/16 ,450 000,Nizami m.,"Bakı, 26 may 2022",06/15/2022
3 ,90 ,8/9 ,160 000,İnşaatçılar m.,"Bakı, dünən 09:09",06/15/2022
3 ,81 ,16/20 ,169 500,Əhmədli q.,"Bakı, dünən 19:30",06/15/2022
3 ,142 ,15/20 ,148 000,Yeni Yasamal q.,"Bakı, 30 may 2022",06/15/2022
3 ,145 ,23/27 ,300 000,Nəsimi r.,"Bakı, dünən 18:18",06/15/2022
2 ,72.1 ,,75 652,Bakı,"Bakı, 27 may 2022",06/15/2022
2 ,90.5 ,,153 850,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
1 ,46.1 ,,160 658,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022
1 ,50.4 ,,63 012,Bakı,"Bakı, dünən 16:11",06/15/2022
4 ,100 ,2/4 ,215 000,Sahil m.,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,106 ,12/14 ,165 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
2 ,48 ,1/9 ,49 000,Hövsan q.,"Bakı, 26 may 2022",06/15/2022
3 ,60 ,3/5 ,96 000,Xalqlar Dostluğu m.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,110 ,4/15 ,170 000,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
3 ,138 ,5/15 ,221 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
2 ,68 ,5/9 ,125 000,Gənclik m.,"Bakı, 30 may 2022",06/15/2022
3 ,100 ,6/16 ,185 000,Nəriman Nərimanov m.,"Bakı, 30 may 2022",06/15/2022
3 ,98 ,4/12 ,128 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,95 ,14/17 ,129 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
5 ,120 ,7/9 ,165 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
1 ,33 ,5/5 ,61 000,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
4 ,218 ,4/18 ,370 000,Gənclik m.,"Bakı, 06 i̇yun 2022",06/15/2022
4 ,225 ,4/7 ,450 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,105 ,7/18 ,225 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
4 ,172.5 ,17/20 ,240 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
2 ,80 ,6/17 ,115 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
2 ,98 ,11/12 ,125 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,62 ,8/17 ,90 000,Xətai r.,"Bakı, 27 may 2022",06/15/2022
3 ,60 ,3/5 ,125 000,İnşaatçılar m.,"Bakı, 31 may 2022",06/15/2022
2 ,45 ,2/16 ,77 000,Xalqlar Dostluğu m.,"Bakı, 26 may 2022",06/15/2022
3 ,151 ,11/15 ,259 000,Nəsimi r.,"Bakı, 27 may 2022",06/15/2022
2 ,67 ,3/8 ,65 500,Masazır q.,"Bakı, 26 may 2022",06/15/2022
2 ,50 ,5/6 ,105 000,Nəsimi r.,"Bakı, 31 may 2022",06/15/2022
4 ,145 ,9/22 ,245 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022
8 ,350 ,2/12 ,1 100 000,Sahil m.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,92 ,17/17 ,136 600,Nərimanov r.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,68 ,8/18 ,120 000,20 Yanvar m.,"Bakı, 13 i̇yun 2022",06/15/2022
4 ,287 ,,583 184,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
1 ,47 ,,58 750,Bakı,"Bakı, dünən 16:12",06/15/2022
2 ,90.5 ,,153 850,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
1 ,50.4 ,,63 012,Bakı,"Bakı, dünən 16:11",06/15/2022
2 ,60 ,4/9 ,100 000,İnşaatçılar m.,"Bakı, 28 may 2022",06/15/2022
3 ,156 ,7/18 ,218 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
3 ,60 ,7/9 ,125 000,Binəqədi q.,"Bakı, 26 may 2022",06/15/2022
3 ,130 ,11/18 ,249 000,20 Yanvar m.,"Bakı, 26 may 2022",06/15/2022
2 ,90 ,7/19 ,144 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
2 ,55 ,16/17 ,100 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
3 ,95 ,10/18 ,112 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
4 ,90 ,2/9 ,129 000,Azadlıq Prospekti m.,"Bakı, 26 may 2022",06/15/2022
2 ,67 ,7/7 ,94 900,Binəqədi r.,"Bakı, 26 may 2022",06/15/2022
3 ,138 ,13/15 ,221 000,Nəsimi r.,"Bakı, 31 may 2022",06/15/2022
3 ,166 ,10/21 ,388 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
1 ,54 ,11/18 ,85 000,Badamdar q.,"Bakı, 26 may 2022",06/15/2022
2 ,114 ,15/18 ,315 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
2 ,80 ,5/19 ,161 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
4 ,100 ,6/9 ,179 500,8-ci mikrorayon q.,"Bakı, 31 may 2022",06/15/2022
4 ,181 ,19/22 ,160 000,Binəqədi r.,"Bakı, 01 i̇yun 2022",06/15/2022
3 ,118 ,18/19 ,215 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,125 ,11/19 ,189 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,65 ,5/5 ,118 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,145 ,17/17 ,230 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
2 ,80 ,7/16 ,135 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
3 ,130 ,8/16 ,250 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,85 ,3/9 ,135 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,90 ,10/19 ,220 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,115 ,15/17 ,283 000,Nəriman Nərimanov m.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,180 ,15/18 ,290 000,M.Ə.Rəsulzadə q.,"Bakı, 12 i̇yun 2022",06/15/2022
3 ,60 ,4/5 ,200 000,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,80.5 ,8/9 ,109 439,20 Yanvar m.,"Bakı, 31 may 2022",06/15/2022
1 ,46.4 ,,67 294,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
1 ,67.1 ,,124 134,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
3 ,142 ,,357 130,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,137.7 ,,316 756,Bakı,"Bakı, bugün 15:26",06/15/2022
3 ,144.5 ,8/27 ,215 000,8 Noyabr m.,"Bakı, 26 may 2022",06/15/2022
4 ,156 ,3/17 ,240 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,158 ,14/17 ,360 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
3 ,138 ,11/14 ,220 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
2 ,58 ,5/12 ,85 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,136 ,16/20 ,210 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
4 ,136 ,13/17 ,235 000,Badamdar q.,"Bakı, 26 may 2022",06/15/2022
2 ,60 ,11/17 ,134 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
2 ,70 ,3/13 ,133 500,Yasamal r.,"Bakı, 04 i̇yun 2022",06/15/2022
2 ,57 ,12/15 ,92 000,Yasamal r.,"Bakı, 26 may 2022",06/15/2022
3 ,117 ,13/16 ,230 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
3 ,105 ,12/18 ,180 000,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,143 ,7/12 ,235 000,Azadlıq Prospekti m.,"Bakı, 26 may 2022",06/15/2022
3 ,91 ,6/9 ,123 000,Yeni Yasamal q.,"Bakı, 07 i̇yun 2022",06/15/2022
3 ,122 ,8/19 ,220 000,Memar Əcəmi m.,"Bakı, 26 may 2022",06/15/2022
5 ,250 ,4/17 ,595 000,Nizami m.,"Bakı, 31 may 2022",06/15/2022
3 ,117 ,7/17 ,200 000,20 Yanvar m.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,45 ,11/16 ,110 000,Nizami m.,"Bakı, 26 may 2022",06/15/2022
2 ,56 ,6/9 ,77 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,184.4 ,7/17 ,425 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
1 ,42 ,5/5 ,80 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,150 ,16/18 ,300 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
1 ,50 ,17/18 ,110 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
4 ,112 ,5/9 ,146 500,Nəsimi m.,"Bakı, 26 may 2022",06/15/2022
3 ,117.6 ,3/12 ,294 000,İçəri Şəhər m.,"Bakı, 13 i̇yun 2022",06/15/2022
3 ,114.5 ,13/15 ,263 350,Nəriman Nərimanov m.,"Bakı, 20 may 2022",06/15/2022
5 ,120 ,9/9 ,119 000,Nizami r.,"Bakı, 12 i̇yun 2022",06/15/2022
4 ,144.1 ,2/7 ,400 000,Xətai r.,"Bakı, 07 i̇yun 2022",06/15/2022
4 ,164.2 ,,377 729,Bakı,"Bakı, bugün 15:26",06/15/2022
3 ,121.5 ,,279 335,Bakı,"Bakı, bugün 15:26",06/15/2022
3 ,95.5 ,,119 387,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022
4 ,167.6 ,,251 400,28 May m.,"Bakı, 10 i̇yun 2022",06/15/2022
2 ,98 ,15/17 ,130 000,9-cu mikrorayon q.,"Bakı, 26 may 2022",06/15/2022
3 ,60 ,7/9 ,71 000,Həzi Aslanov m.,"Bakı, 31 may 2022",06/15/2022
3 ,144 ,5/20 ,190 000,Yasamal q.,"Bakı, 02 i̇yun 2022",06/15/2022
3 ,135 ,9/11 ,152 000,Yeni Yasamal q.,"Bakı, 27 may 2022",06/15/2022
2 ,140 ,8/17 ,340 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,125 ,15/17 ,160 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,80 ,8/9 ,97 000,Köhnə Günəşli q.,"Bakı, 31 may 2022",06/15/2022
3 ,100 ,13/17 ,174 000,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
2 ,64 ,10/17 ,116 500,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
2 ,90 ,14/16 ,139 000,Həzi Aslanov q.,"Bakı, 26 may 2022",06/15/2022
2 ,33 ,1/2 ,72 000,İçəri Şəhər m.,"Bakı, 27 may 2022",06/15/2022
2 ,56 ,14/16 ,140 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
2 ,115 ,6/17 ,184 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
3 ,123 ,13/16 ,345 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
2 ,59 ,19/19 ,75 500,Yeni Yasamal q.,"Bakı, dünən 00:33",06/15/2022
2 ,66 ,17/17 ,85 000,Yeni Yasamal q.,"Bakı, 30 may 2022",06/15/2022
2 ,95 ,14/17 ,125 000,Yeni Yasamal q.,"Bakı, bugün 11:35",06/15/2022
3 ,98 ,2/18 ,120 001,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
2 ,52 ,9/9 ,90 000,Nəsimi m.,"Bakı, 26 may 2022",06/15/2022
3 ,280 ,3/9 ,1 240 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,125 ,17/20 ,215 000,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
3 ,81 ,14/17 ,180 000,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
3 ,157 ,16/20 ,282 600,Xətai r.,"Bakı, 26 may 2022",06/15/2022
2 ,90 ,14/16 ,148 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,156 ,2/10 ,495 000,Sahil m.,"Bakı, dünən 20:25",06/15/2022
3 ,158 ,19/20 ,269 000,Şah İsmayıl Xətai m.,"Bakı, bugün 14:47",06/15/2022
3 ,130 ,13/18 ,185 000,Neftçilər m.,"Bakı, dünən 10:44",06/15/2022
2 ,45 ,3/10 ,57 000,Zabrat q.,"Bakı, bugün 12:39",06/15/2022
1 ,46.1 ,,160 658,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022
2 ,102.5 ,,153 750,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022
4 ,209.4 ,,397 917,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
4 ,146.3 ,,182 837,Bakı,"Bakı, bugün 10:39",06/15/2022
4 ,136 ,16/17 ,230 000,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
2 ,50 ,5/5 ,78 000,Bakıxanov q.,"Bakı, 01 i̇yun 2022",06/15/2022
3 ,92 ,8/17 ,145 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
2 ,75 ,11/15 ,117 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,90 ,9/10 ,124 000,8 Noyabr m.,"Bakı, 26 may 2022",06/15/2022
3 ,142 ,7/16 ,255 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
3 ,150 ,16/18 ,225 000,8 Noyabr m.,"Bakı, 26 may 2022",06/15/2022
4 ,160 ,1/9 ,160 000,Əhmədli q.,"Bakı, 26 may 2022",06/15/2022
2 ,92 ,5/20 ,120 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,76 ,15/20 ,134 000,Həzi Aslanov q.,"Bakı, 26 may 2022",06/15/2022
3 ,133 ,2/16 ,178 000,Həzi Aslanov m.,"Bakı, 26 may 2022",06/15/2022
3 ,111.5 ,8/16 ,123 500,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,80 ,7/9 ,129 000,Həzi Aslanov m.,"Bakı, 26 may 2022",06/15/2022
4 ,127 ,13/13 ,135 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
2 ,67 ,12/18 ,195 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,75 ,3/3 ,110 000,Biləcəri q.,"Bakı, 26 may 2022",06/15/2022
3 ,167 ,8/16 ,290 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,120 ,6/18 ,130 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
2 ,75 ,5/14 ,143 000,Bakıxanov q.,"Bakı, 26 may 2022",06/15/2022
3 ,80 ,8/16 ,128 000,Nəsimi m.,"Bakı, 26 may 2022",06/15/2022
2 ,62 ,1/9 ,78 000,Həzi Aslanov m.,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,65 ,6/9 ,89 000,Yeni Yasamal q.,"Bakı, 27 may 2022",06/15/2022
2 ,70 ,4/16 ,123 000,20 Yanvar m.,"Bakı, 26 may 2022",06/15/2022
2 ,55 ,3/5 ,140 000,Elmlər Akademiyası m.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,72 ,5/17 ,158 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,138 ,17/17 ,57 000,İnşaatçılar m.,"Bakı, 10 i̇yun 2022",06/15/2022
4 ,162 ,8/19 ,400 000,Şah İsmayıl Xətai m.,"Bakı, 05 i̇yun 2022",06/15/2022
3 ,119 ,8/16 ,278 000,Kubinka q.,"Bakı, dünən 18:44",06/15/2022
3 ,110.3 ,,209 494,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,46 ,,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022
3 ,142 ,,357 130,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,127.4 ,,235 690,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
2 ,75 ,4/5 ,105 000,Həzi Aslanov m.,"Bakı, 26 may 2022",06/15/2022
1 ,35 ,1/5 ,53 000,Əhmədli q.,"Bakı, 26 may 2022",06/15/2022
4 ,200 ,5/16 ,320 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
1 ,67 ,7/19 ,84 000,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
4 ,192 ,3/12 ,370 000,Gənclik m.,"Bakı, 26 may 2022",06/15/2022
2 ,59 ,14/17 ,103 000,Memar Əcəmi m.,"Bakı, 26 may 2022",06/15/2022
2 ,72 ,2/18 ,125 000,20 Yanvar m.,"Bakı, 26 may 2022",06/15/2022
2 ,58 ,7/18 ,163 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
3 ,160 ,18/20 ,400 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
5 ,120 ,9/9 ,120 000,Koroğlu m.,"Bakı, 31 may 2022",06/15/2022
3 ,121 ,6/17 ,155 000,9-cu mikrorayon q.,"Bakı, 26 may 2022",06/15/2022
2 ,67 ,4/19 ,125 000,8 Noyabr m.,"Bakı, 26 may 2022",06/15/2022
2 ,64 ,7/9 ,88 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,141.8 ,12/16 ,350 000,Nəsimi r.,"Bakı, 28 may 2022",06/15/2022
3 ,85 ,2/9 ,180 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
2 ,58 ,1/15 ,78 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
4 ,165 ,2/16 ,210 000,Nəsimi m.,"Bakı, 28 may 2022",06/15/2022
2 ,105 ,16/16 ,56 000,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
4 ,229 ,7/17 ,297 000,Yasamal r.,"Bakı, 26 may 2022",06/15/2022
4 ,161 ,8/20 ,257 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,160 ,6/18 ,270 000,Şah İsmayıl Xətai m.,"Bakı, 26 may 2022",06/15/2022
3 ,145 ,12/16 ,230 000,Nəsimi r.,"Bakı, 26 may 2022",06/15/2022
3 ,125 ,9/12 ,150 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
4 ,145 ,6/7 ,340 000,Azadlıq Prospekti m.,"Bakı, 26 may 2022",06/15/2022
2 ,90.5 ,14/20 ,176 475,Şah İsmayıl Xətai m.,"Bakı, 09 i̇yun 2022",06/15/2022
4 ,210 ,13/23 ,555 000,Yasamal q.,"Bakı, 07 i̇yun 2022",06/15/2022
2 ,95 ,5/17 ,119 000,Avtovağzal m.,"Bakı, 11 i̇yun 2022",06/15/2022
2 ,100.3 ,8/15 ,210 630,Nəriman Nərimanov m.,"Bakı, 05 i̇yun 2022",06/15/2022
3 ,112.4 ,,140 500,Bakı,"Bakı, 27 may 2022",06/15/2022
2 ,90.5 ,,153 850,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022
1 ,46.4 ,,67 294,Yasamal r.,"Bakı, 31 may 2022",06/15/2022
5 ,213 ,,404 700,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022
2 ,70 ,12/16 ,108 500,Neftçilər m.,"Bakı, 26 may 2022",06/15/2022
2 ,80 ,2/5 ,128 000,Qara Qarayev m.,"Bakı, 27 may 2022",06/15/2022
1 ,60.4 ,5/21 ,82 000,9-cu mikrorayon q.,"Bakı, 26 may 2022",06/15/2022
3 ,80 ,6/9 ,123 000,Binəqədi r.,"Bakı, 26 may 2022",06/15/2022
2 ,76 ,10/18 ,150 000,Yasamal q.,"Bakı, 29 may 2022",06/15/2022
2 ,60 ,12/12 ,94 500,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
4 ,110 ,9/9 ,120 000,9-cu mikrorayon q.,"Bakı, 11 i̇yun 2022",06/15/2022
4 ,218 ,7/16 ,325 000,28 May m.,"Bakı, 26 may 2022",06/15/2022
3 ,135 ,5/18 ,260 000,Badamdar q.,"Bakı, 26 may 2022",06/15/2022
4 ,190 ,2/17 ,349 000,Nəriman Nərimanov m.,"Bakı, 26 may 2022",06/15/2022
2 ,45 ,16/20 ,103 000,20 Yanvar m.,"Bakı, 06 i̇yun 2022",06/15/2022
2 ,95 ,14/17 ,135 000,Memar Əcəmi m.,"Bakı, bugün 11:55",06/15/2022
3 ,157 ,10/20 ,189 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
3 ,135 ,12/16 ,335 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,150 ,3/18 ,155 000,Nizami r.,"Bakı, 26 may 2022",06/15/2022
3 ,130 ,14/20 ,250 000,Nizami m.,"Bakı, 26 may 2022",06/15/2022
3 ,70 ,3/13 ,136 900,İnşaatçılar m.,"Bakı, 26 may 2022",06/15/2022
3 ,157 ,4/6 ,165 000,Səbail r.,"Bakı, 26 may 2022",06/15/2022
3 ,75 ,4/9 ,120 000,Əhmədli m.,"Bakı, 26 may 2022",06/15/2022
4 ,155 ,14/17 ,380 000,Elmlər Akademiyası m.,"Bakı, 26 may 2022",06/15/2022
4 ,102 ,3/9 ,170 000,Azadlıq Prospekti m.,"Bakı, 31 may 2022",06/15/2022
4 ,185 ,5/20 ,463 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,92 ,6/12 ,108 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
1 ,37 ,6/9 ,52 000,Köhnə Günəşli q.,"Bakı, 26 may 2022",06/15/2022
3 ,126 ,3/9 ,300 000,Nərimanov r.,"Bakı, 06 i̇yun 2022",06/15/2022
3 ,70 ,11/17 ,130 000,Qara Qarayev m.,"Bakı, 02 i̇yun 2022",06/15/2022
3 ,105 ,17/17 ,160 000,Nərimanov r.,"Bakı, 11 i̇yun 2022",06/15/2022
3 ,99 ,17/20 ,158 000,Nəsimi r.,"Bakı, 09 i̇yun 2022",06/15/2022
3 ,241 ,,583 220,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
4 ,209.4 ,,397 917,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022
2 ,79.5 ,,99 375,Bakı,"Bakı, dünən 16:11",06/15/2022
2 ,72.1 ,,75 652,Bakı,"Bakı, 27 may 2022",06/15/2022
2 ,65 ,17/21 ,82 000,Yeni Yasamal q.,"Bakı, 26 may 2022",06/15/2022
3 ,138 ,15/20 ,510 000,Sahil m.,"Bakı, 26 may 2022",06/15/2022
2 ,45 ,15/20 ,85 000,20 Yanvar m.,"Bakı, 26 may 2022",06/15/2022
2 ,74 ,6/12 ,187 000,Nərimanov r.,"Bakı, 26 may 2022",06/15/2022
3 ,130 ,3/6 ,260 000,Xətai r.,"Bakı, 26 may 2022",06/15/2022
3 ,110 ,20/20 ,160 000,Əhmədli q.,"Bakı, 26 may 2022",06/15/2022
