Name,Price,Location,Date,Today,num_rooms,size,floor
4 otaqlı205 m²12/18 mərtəbə,340 000,Xalqlar Dostluğu m.,"Bakı, 23 may 2022",06/15/2022,4 ,205 ,12/18 
3 otaqlı112 m²10/17 mərtəbə,139 000,Həzi Aslanov m.,"Bakı, 24 may 2022",06/15/2022,3 ,112 ,10/17 
4 otaqlı130 m²8/17 mərtəbə,154 000,Həzi Aslanov m.,"Bakı, 23 may 2022",06/15/2022,4 ,130 ,8/17 
5 otaqlı255 m²,561 000,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,5 ,255 ,
3 otaqlı124.5 m²,273 900,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,3 ,124.5 ,
1 otaqlı51 m²,112 200,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,1 ,51 ,
1 otaqlı54.5 m²,119 900,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,1 ,54.5 ,
2 otaqlı93.6 m²,205 920,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,2 ,93.6 ,
2 otaqlı97.6 m²,214 720,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,2 ,97.6 ,
4 otaqlı194.5 m²,427 900,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,4 ,194.5 ,
3 otaqlı158 m²19/20 mərtəbə,269 000,Şah İsmayıl Xətai m.,"Bakı, bugün 14:47",06/15/2022,3 ,158 ,19/20 
3 otaqlı149 m²11/18 mərtəbə,319 000,Nərimanov r.,"Bakı, dünən 15:40",06/15/2022,3 ,149 ,11/18 
3 otaqlı141 m²3/16 mərtəbə,140 000,Nəsimi r.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,141 ,3/16 
3 otaqlı144 m²9/17 mərtəbə,228 000,Nəsimi r.,"Bakı, bugün 12:35",06/15/2022,3 ,144 ,9/17 
3 otaqlı95.5 m²,119 387,Bakı,"Bakı, 08 i̇yun 2022",06/15/2022,3 ,95.5 ,
2 otaqlı74.3 m²,104 777,Yasamal r.,"Bakı, 31 may 2022",06/15/2022,2 ,74.3 ,
1 otaqlı45.7 m²,57 112,Bakı,"Bakı, bugün 10:39",06/15/2022,1 ,45.7 ,
2 otaqlı72.1 m²,165 469,Sea Breeze ,"Bakı, bugün 11:42",06/15/2022,2 ,72.1 ,
4 otaqlı154.5 m²,339 900,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,4 ,154.5 ,
4 otaqlı148.9 m²,327 580,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,4 ,148.9 ,
3 otaqlı151 m²6/19 mərtəbə,240 000,Yasamal r.,"Bakı, 23 may 2022",06/15/2022,3 ,151 ,6/19 
3 otaqlı128 m²5/16 mərtəbə,192 000,Nəsimi r.,"Bakı, dünən 00:46",06/15/2022,3 ,128 ,5/16 
3 otaqlı62 m²9/9 mərtəbə,68 000,İnşaatçılar m.,"Bakı, 24 may 2022",06/15/2022,3 ,62 ,9/9 
2 otaqlı65 m²8/9 mərtəbə,91 000,9-cu mikrorayon q.,"Bakı, dünən 00:35",06/15/2022,2 ,65 ,8/9 
4 otaqlı115 m²8/9 mərtəbə,132 000,Nəsimi m.,"Bakı, 23 may 2022",06/15/2022,4 ,115 ,8/9 
4 otaqlı141 m²13/19 mərtəbə,280 000,İnşaatçılar m.,"Bakı, dünən 00:15",06/15/2022,4 ,141 ,13/19 
4 otaqlı130 m²5/20 mərtəbə,178 000,Nərimanov r.,"Bakı, 25 may 2022",06/15/2022,4 ,130 ,5/20 
2 otaqlı60 m²4/5 mərtəbə,85 000,Nəsimi m.,"Bakı, 22 may 2022",06/15/2022,2 ,60 ,4/5 
3 otaqlı101 m²16/17 mərtəbə,160 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,3 ,101 ,16/17 
2 otaqlı64 m²9/17 mərtəbə,135 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,2 ,64 ,9/17 
1 otaqlı40 m²4/5 mərtəbə,69 000,İnşaatçılar m.,"Bakı, bugün 09:43",06/15/2022,1 ,40 ,4/5 
3 otaqlı85 m²2/5 mərtəbə,115 000,Badamdar q.,"Bakı, 22 may 2022",06/15/2022,3 ,85 ,2/5 
4 otaqlı145 m²2/11 mərtəbə,240 000,Şah İsmayıl Xətai m.,"Bakı, 24 may 2022",06/15/2022,4 ,145 ,2/11 
2 otaqlı45 m²3/9 mərtəbə,63 000,Yeni Günəşli q.,"Bakı, 22 may 2022",06/15/2022,2 ,45 ,3/9 
2 otaqlı54 m²3/11 mərtəbə,73 000,Zığ q.,"Bakı, 23 may 2022",06/15/2022,2 ,54 ,3/11 
2 otaqlı41 m²7/9 mərtəbə,95 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,2 ,41 ,7/9 
4 otaqlı221 m²13/18 mərtəbə,500 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,4 ,221 ,13/18 
1 otaqlı35 m²4/5 mərtəbə,70 000,Yasamal q.,"Bakı, 22 may 2022",06/15/2022,1 ,35 ,4/5 
3 otaqlı108 m²5/17 mərtəbə,170 000,Elmlər Akademiyası m.,"Bakı, 25 may 2022",06/15/2022,3 ,108 ,5/17 
3 otaqlı80 m²4/5 mərtəbə,175 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,3 ,80 ,4/5 
3 otaqlı95 m²8/9 mərtəbə,140 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,3 ,95 ,8/9 
3 otaqlı85 m²5/5 mərtəbə,150 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,3 ,85 ,5/5 
2 otaqlı45 m²3/10 mərtəbə,57 000,Zabrat q.,"Bakı, bugün 12:39",06/15/2022,2 ,45 ,3/10 
2 otaqlı90 m²3/17 mərtəbə,177 000,Nərimanov r.,"Bakı, 12 i̇yun 2022",06/15/2022,2 ,90 ,3/17 
2 otaqlı100 m²15/17 mərtəbə,100 000,Yeni Yasamal q.,"Bakı, bugün 14:18",06/15/2022,2 ,100 ,15/17 
1 otaqlı45.7 m²6/9 mərtəbə,57 112,7-ci mikrorayon q.,"Bakı, bugün 10:01",06/15/2022,1 ,45.7 ,6/9 
1 otaqlı45.6 m²,86 640,Bakı,"Bakı, 02 i̇yun 2022",06/15/2022,1 ,45.6 ,
1 otaqlı50.4 m²,63 012,Bakı,"Bakı, dünən 16:11",06/15/2022,1 ,50.4 ,
2 otaqlı79.5 m²,99 375,Bakı,"Bakı, dünən 16:11",06/15/2022,2 ,79.5 ,
5 otaqlı213 m²,404 700,Şah İsmayıl Xətai m.,"Bakı, 13 i̇yun 2022",06/15/2022,5 ,213 ,
3 otaqlı65 m²2/5 mərtəbə,150 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,3 ,65 ,2/5 
3 otaqlı63 m²4/5 mərtəbə,145 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,3 ,63 ,4/5 
2 otaqlı63 m²14/16 mərtəbə,137 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,2 ,63 ,14/16 
3 otaqlı131 m²11/18 mərtəbə,250 000,Yasamal q.,"Bakı, 23 may 2022",06/15/2022,3 ,131 ,11/18 
3 otaqlı70 m²1/3 mərtəbə,140 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,3 ,70 ,1/3 
4 otaqlı110 m²2/9 mərtəbə,135 000,9-cu mikrorayon q.,"Bakı, 24 may 2022",06/15/2022,4 ,110 ,2/9 
2 otaqlı70 m²13/16 mərtəbə,143 000,Nəriman Nərimanov m.,"Bakı, 22 may 2022",06/15/2022,2 ,70 ,13/16 
3 otaqlı130 m²6/15 mərtəbə,246 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,3 ,130 ,6/15 
4 otaqlı178 m²3/16 mərtəbə,240 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,4 ,178 ,3/16 
3 otaqlı128 m²14/16 mərtəbə,350 000,Şah İsmayıl Xətai m.,"Bakı, 02 i̇yun 2022",06/15/2022,3 ,128 ,14/16 
3 otaqlı100 m²2/21 mərtəbə,141 000,Əhmədli q.,"Bakı, 22 may 2022",06/15/2022,3 ,100 ,2/21 
4 otaqlı220 m²6/16 mərtəbə,310 000,Nizami m.,"Bakı, 22 may 2022",06/15/2022,4 ,220 ,6/16 
2 otaqlı100 m²6/16 mərtəbə,185 000,Nərimanov r.,"Bakı, 25 may 2022",06/15/2022,2 ,100 ,6/16 
3 otaqlı75 m²7/9 mərtəbə,95 000,Əhmədli q.,"Bakı, 24 may 2022",06/15/2022,3 ,75 ,7/9 
2 otaqlı60 m²4/5 mərtəbə,85 000,Nəsimi m.,"Bakı, 22 may 2022",06/15/2022,2 ,60 ,4/5 
4 otaqlı105 m²2/4 mərtəbə,210 000,Sahil m.,"Bakı, 22 may 2022",06/15/2022,4 ,105 ,2/4 
2 otaqlı95 m²12/20 mərtəbə,105 000,Əhmədli q.,"Bakı, 22 may 2022",06/15/2022,2 ,95 ,12/20 
3 otaqlı89 m²2/10 mərtəbə,130 000,Masazır q.,"Bakı, 22 may 2022",06/15/2022,3 ,89 ,2/10 
1 otaqlı54 m²11/21 mərtəbə,75 000,Əhmədli q.,"Bakı, 22 may 2022",06/15/2022,1 ,54 ,11/21 
3 otaqlı90 m²4/10 mərtəbə,190 000,Nəriman Nərimanov m.,"Bakı, 25 may 2022",06/15/2022,3 ,90 ,4/10 
2 otaqlı84 m²3/11 mərtəbə,145 000,Xalqlar Dostluğu m.,"Bakı, 22 may 2022",06/15/2022,2 ,84 ,3/11 
1 otaqlı65 m²15/17 mərtəbə,67 000,Qara Qarayev m.,"Bakı, 28 may 2022",06/15/2022,1 ,65 ,15/17 
1 otaqlı59.1 m²9/20 mərtəbə,104 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,1 ,59.1 ,9/20 
4 otaqlı79 m²5/5 mərtəbə,86 000,Biləcəri q.,"Bakı, 24 may 2022",06/15/2022,4 ,79 ,5/5 
3 otaqlı84 m²3/4 mərtəbə,120 000,Badamdar q.,"Bakı, 11 i̇yun 2022",06/15/2022,3 ,84 ,3/4 
3 otaqlı134 m²20/23 mərtəbə,201 000,Nəsimi r.,"Bakı, dünən 14:57",06/15/2022,3 ,134 ,20/23 
4 otaqlı110 m²3/4 mərtəbə,279 000,Sahil m.,"Bakı, bugün 14:05",06/15/2022,4 ,110 ,3/4 
3 otaqlı80 m²9/9 mərtəbə,85 000,Əhmədli q.,"Bakı, dünən 17:11",06/15/2022,3 ,80 ,9/9 
1 otaqlı50.8 m²,63 500,Bakı,"Bakı, dünən 16:11",06/15/2022,1 ,50.8 ,
2 otaqlı65.2 m²,260 474,Sea Breeze ,"Bakı, dünən 14:47",06/15/2022,2 ,65.2 ,
1 otaqlı50.4 m²,63 012,Bakı,"Bakı, dünən 16:11",06/15/2022,1 ,50.4 ,
4 otaqlı287 m²,583 184,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022,4 ,287 ,
2 otaqlı91 m²6/19 mərtəbə,165 000,İnşaatçılar m.,"Bakı, 24 may 2022",06/15/2022,2 ,91 ,6/19 
3 otaqlı67 m²4/5 mərtəbə,80 000,Lökbatan q.,"Bakı, 26 may 2022",06/15/2022,3 ,67 ,4/5 
3 otaqlı151.7 m²4/16 mərtəbə,242 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,3 ,151.7 ,4/16 
1 otaqlı70 m²7/16 mərtəbə,112 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,1 ,70 ,7/16 
3 otaqlı117 m²9/16 mərtəbə,255 000,Elmlər Akademiyası m.,"Bakı, 24 may 2022",06/15/2022,3 ,117 ,9/16 
3 otaqlı120 m²6/15 mərtəbə,180 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,3 ,120 ,6/15 
3 otaqlı127 m²9/19 mərtəbə,144 000,Xətai r.,"Bakı, 22 may 2022",06/15/2022,3 ,127 ,9/19 
4 otaqlı170 m²13/17 mərtəbə,400 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,4 ,170 ,13/17 
4 otaqlı138 m²19/19 mərtəbə,149 000,Xətai r.,"Bakı, 22 may 2022",06/15/2022,4 ,138 ,19/19 
3 otaqlı116 m²4/18 mərtəbə,165 000,Yeni Yasamal q.,"Bakı, 27 may 2022",06/15/2022,3 ,116 ,4/18 
4 otaqlı147 m²17/22 mərtəbə,228 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,4 ,147 ,17/22 
4 otaqlı125 m²16/22 mərtəbə,198 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,4 ,125 ,16/22 
3 otaqlı65 m²1/5 mərtəbə,80 000,Hövsan q.,"Bakı, 22 may 2022",06/15/2022,3 ,65 ,1/5 
4 otaqlı151 m²6/12 mərtəbə,540 000,Gənclik m.,"Bakı, 22 may 2022",06/15/2022,4 ,151 ,6/12 
2 otaqlı93 m²8/16 mərtəbə,159 000,Nəsimi r.,"Bakı, 24 may 2022",06/15/2022,2 ,93 ,8/16 
3 otaqlı105 m²19/20 mərtəbə,169 000,Azadlıq Prospekti m.,"Bakı, 22 may 2022",06/15/2022,3 ,105 ,19/20 
3 otaqlı165 m²10/20 mərtəbə,275 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,3 ,165 ,10/20 
2 otaqlı107.1 m²12/16 mərtəbə,244 275,Yeni Yasamal q.,"Bakı, 22 may 2022",06/15/2022,2 ,107.1 ,12/16 
3 otaqlı85 m²16/17 mərtəbə,125 000,9-cu mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,3 ,85 ,16/17 
2 otaqlı90 m²3/7 mərtəbə,53 500,Binəqədi q.,"Bakı, 22 may 2022",06/15/2022,2 ,90 ,3/7 
3 otaqlı158 m²6/12 mərtəbə,400 000,Gənclik m.,"Bakı, 22 may 2022",06/15/2022,3 ,158 ,6/12 
3 otaqlı92 m²8/19 mərtəbə,99 000,Bakıxanov q.,"Bakı, 22 may 2022",06/15/2022,3 ,92 ,8/19 
2 otaqlı50 m²20/21 mərtəbə,72 000,Yeni Yasamal q.,"Bakı, 22 may 2022",06/15/2022,2 ,50 ,20/21 
2 otaqlı116 m²6/17 mərtəbə,250 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,2 ,116 ,6/17 
2 otaqlı97.6 m²3/16 mərtəbə,214 720,Nəsimi r.,"Bakı, 10 i̇yun 2022",06/15/2022,2 ,97.6 ,3/16 
2 otaqlı48 m²1/9 mərtəbə,85 000,Azadlıq Prospekti m.,"Bakı, 26 may 2022",06/15/2022,2 ,48 ,1/9 
3 otaqlı75 m²3/5 mərtəbə,140 000,Şah İsmayıl Xətai m.,"Bakı, dünən 20:35",06/15/2022,3 ,75 ,3/5 
2 otaqlı50 m²4/5 mərtəbə,90 000,Yasamal q.,"Bakı, 11 i̇yun 2022",06/15/2022,2 ,50 ,4/5 
3 otaqlı142 m²,357 130,Bakı,"Bakı, 09 i̇yun 2022",06/15/2022,3 ,142 ,
2 otaqlı75.7 m²,263 814,Sea Breeze ,"Bakı, dünən 14:46",06/15/2022,2 ,75.7 ,
1 otaqlı69.7 m²,104 550,28 May m.,"Bakı, 08 i̇yun 2022",06/15/2022,1 ,69.7 ,
4 otaqlı154 m²,354 131,Bakı,"Bakı, bugün 15:26",06/15/2022,4 ,154 ,
2 otaqlı59 m²14/17 mərtəbə,104 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,2 ,59 ,14/17 
2 otaqlı59 m²14/17 mərtəbə,104 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,2 ,59 ,14/17 
3 otaqlı145 m²13/15 mərtəbə,285 000,28 May m.,"Bakı, 22 may 2022",06/15/2022,3 ,145 ,13/15 
3 otaqlı81 m²16/20 mərtəbə,169 500,Xətai r.,"Bakı, 22 may 2022",06/15/2022,3 ,81 ,16/20 
3 otaqlı73 m²7/7 mərtəbə,67 000,Hövsan q.,"Bakı, 25 may 2022",06/15/2022,3 ,73 ,7/7 
3 otaqlı120 m²3/9 mərtəbə,130 000,9-cu mikrorayon q.,"Bakı, 23 may 2022",06/15/2022,3 ,120 ,3/9 
2 otaqlı60 m²14/17 mərtəbə,104 000,9-cu mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,2 ,60 ,14/17 
3 otaqlı58 m²1/5 mərtəbə,68 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,3 ,58 ,1/5 
4 otaqlı180 m²15/17 mərtəbə,265 000,Nəsimi m.,"Bakı, 22 may 2022",06/15/2022,4 ,180 ,15/17 
3 otaqlı116 m²4/19 mərtəbə,165 000,Yeni Yasamal q.,"Bakı, 27 may 2022",06/15/2022,3 ,116 ,4/19 
2 otaqlı50 m²20/21 mərtəbə,72 000,Yeni Yasamal q.,"Bakı, 22 may 2022",06/15/2022,2 ,50 ,20/21 
3 otaqlı88 m²16/17 mərtəbə,125 000,9-cu mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,3 ,88 ,16/17 
2 otaqlı50 m²3/20 mərtəbə,85 000,Yeni Yasamal q.,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,50 ,3/20 
5 otaqlı410 m²15/15 mərtəbə,760 000,Nəsimi r.,"Bakı, 23 may 2022",06/15/2022,5 ,410 ,15/15 
2 otaqlı53 m²18/18 mərtəbə,97 000,7-ci mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,2 ,53 ,18/18 
2 otaqlı60.2 m²6/14 mərtəbə,95 500,Neftçilər m.,"Bakı, 25 may 2022",06/15/2022,2 ,60.2 ,6/14 
3 otaqlı105 m²10/15 mərtəbə,170 000,Badamdar q.,"Bakı, 22 may 2022",06/15/2022,3 ,105 ,10/15 
2 otaqlı65 m²8/18 mərtəbə,105 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,2 ,65 ,8/18 
3 otaqlı72 m²2/2 mərtəbə,130 000,Sahil m.,"Bakı, 24 may 2022",06/15/2022,3 ,72 ,2/2 
1 otaqlı53.7 m²17/19 mərtəbə,115 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,1 ,53.7 ,17/19 
2 otaqlı60 m²9/9 mərtəbə,74 500,9-cu mikrorayon q.,"Bakı, 31 may 2022",06/15/2022,2 ,60 ,9/9 
3 otaqlı100 m²9/17 mərtəbə,155 000,6-cı mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,3 ,100 ,9/17 
5 otaqlı120 m²7/16 mərtəbə,212 000,Nəriman Nərimanov m.,"Bakı, 22 may 2022",06/15/2022,5 ,120 ,7/16 
3 otaqlı80 m²9/9 mərtəbə,150 000,Nərimanov r.,"Bakı, 24 may 2022",06/15/2022,3 ,80 ,9/9 
2 otaqlı55 m²4/17 mərtəbə,113 000,Nərimanov r.,"Bakı, 10 i̇yun 2022",06/15/2022,2 ,55 ,4/17 
3 otaqlı75 m²1/5 mərtəbə,112 000,Yasamal q.,"Bakı, 13 i̇yun 2022",06/15/2022,3 ,75 ,1/5 
3 otaqlı120 m²13/17 mərtəbə,185 000,İnşaatçılar m.,"Bakı, dünən 13:25",06/15/2022,3 ,120 ,13/17 
4 otaqlı183.4 m²5/18 mərtəbə,298 000,28 May m.,"Bakı, 24 may 2022",06/15/2022,4 ,183.4 ,5/18 
1 otaqlı65.1 m²,120 434,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022,1 ,65.1 ,
2 otaqlı72.1 m²,165 469,Sea Breeze ,"Bakı, bugün 11:42",06/15/2022,2 ,72.1 ,
2 otaqlı74.3 m²,104 777,Yasamal r.,"Bakı, 31 may 2022",06/15/2022,2 ,74.3 ,
3 otaqlı112.4 m²,140 500,Bakı,"Bakı, 27 may 2022",06/15/2022,3 ,112.4 ,
3 otaqlı67 m²1/5 mərtəbə,108 000,Xalqlar Dostluğu m.,"Bakı, 23 may 2022",06/15/2022,3 ,67 ,1/5 
2 otaqlı68 m²6/17 mərtəbə,108 000,7-ci mikrorayon q.,"Bakı, 24 may 2022",06/15/2022,2 ,68 ,6/17 
4 otaqlı141 m²13/19 mərtəbə,275 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,4 ,141 ,13/19 
3 otaqlı53 m²4/4 mərtəbə,150 000,Nizami m.,"Bakı, 22 may 2022",06/15/2022,3 ,53 ,4/4 
2 otaqlı55 m²5/9 mərtəbə,75 000,Yasamal r.,"Bakı, 22 may 2022",06/15/2022,2 ,55 ,5/9 
2 otaqlı60 m²9/20 mərtəbə,95 000,20 Yanvar m.,"Bakı, 27 may 2022",06/15/2022,2 ,60 ,9/20 
4 otaqlı165 m²12/15 mərtəbə,265 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,4 ,165 ,12/15 
3 otaqlı105 m²11/11 mərtəbə,180 000,Yasamal r.,"Bakı, 25 may 2022",06/15/2022,3 ,105 ,11/11 
3 otaqlı145 m²6/14 mərtəbə,320 000,8 Noyabr m.,"Bakı, 02 i̇yun 2022",06/15/2022,3 ,145 ,6/14 
2 otaqlı50 m²5/5 mərtəbə,75 000,7-ci mikrorayon q.,"Bakı, 24 may 2022",06/15/2022,2 ,50 ,5/5 
4 otaqlı110 m²7/9 mərtəbə,125 000,Yeni Yasamal q.,"Bakı, 24 may 2022",06/15/2022,4 ,110 ,7/9 
4 otaqlı147 m²6/22 mərtəbə,125 000,Yasamal r.,"Bakı, 22 may 2022",06/15/2022,4 ,147 ,6/22 
1 otaqlı31 m²3/3 mərtəbə,54 500,Sabunçu r.,"Bakı, 22 may 2022",06/15/2022,1 ,31 ,3/3 
2 otaqlı60 m²15/16 mərtəbə,95 000,3-cü mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,2 ,60 ,15/16 
2 otaqlı86 m²11/20 mərtəbə,275 000,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,2 ,86 ,11/20 
2 otaqlı55 m²5/5 mərtəbə,77 000,Yasamal r.,"Bakı, 22 may 2022",06/15/2022,2 ,55 ,5/5 
4 otaqlı105.2 m²5/12 mərtəbə,155 000,Yeni Yasamal q.,"Bakı, 22 may 2022",06/15/2022,4 ,105.2 ,5/12 
2 otaqlı87 m²17/17 mərtəbə,128 000,Memar Əcəmi m.,"Bakı, 22 may 2022",06/15/2022,2 ,87 ,17/17 
2 otaqlı65 m²5/10 mərtəbə,90 000,Yeni Yasamal q.,"Bakı, 22 may 2022",06/15/2022,2 ,65 ,5/10 
4 otaqlı237 m²15/17 mərtəbə,330 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,4 ,237 ,15/17 
3 otaqlı85 m²16/17 mərtəbə,125 000,9-cu mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,3 ,85 ,16/17 
2 otaqlı65 m²8/9 mərtəbə,66 000,Həzi Aslanov m.,"Bakı, 23 may 2022",06/15/2022,2 ,65 ,8/9 
3 otaqlı135 m²3/20 mərtəbə,175 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,3 ,135 ,3/20 
2 otaqlı64 m²14/17 mərtəbə,91 500,Yeni Yasamal q.,"Bakı, 24 may 2022",06/15/2022,2 ,64 ,14/17 
3 otaqlı147.5 m²5/27 mərtəbə,255 000,İnşaatçılar m.,"Bakı, dünən 11:13",06/15/2022,3 ,147.5 ,5/27 
1 otaqlı51.5 m²7/15 mərtəbə,118 450,Nəriman Nərimanov m.,"Bakı, dünən 16:31",06/15/2022,1 ,51.5 ,7/15 
4 otaqlı110 m²3/4 mərtəbə,279 000,Sahil m.,"Bakı, bugün 14:05",06/15/2022,4 ,110 ,3/4 
2 otaqlı80 m²5/17 mərtəbə,160 999,İnşaatçılar m.,"Bakı, 12 i̇yun 2022",06/15/2022,2 ,80 ,5/17 
1 otaqlı47 m²,58 750,Bakı,"Bakı, dünən 16:12",06/15/2022,1 ,47 ,
2 otaqlı46 m²,85 100,20 Yanvar m.,"Bakı, 08 i̇yun 2022",06/15/2022,2 ,46 ,
3 otaqlı170 m²,323 000,Bakı,"Bakı, 03 i̇yun 2022",06/15/2022,3 ,170 ,
4 otaqlı164.2 m²,377 729,Bakı,"Bakı, bugün 15:26",06/15/2022,4 ,164.2 ,
3 otaqlı85 m²9/9 mərtəbə,120 000,8-ci mikrorayon q.,"Bakı, 22 may 2022",06/15/2022,3 ,85 ,9/9 
3 otaqlı74 m²15/17 mərtəbə,155 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,3 ,74 ,15/17 
2 otaqlı83 m²7/17 mərtəbə,140 000,8 Noyabr m.,"Bakı, 22 may 2022",06/15/2022,2 ,83 ,7/17 
2 otaqlı34.3 m²1/5 mərtəbə,75 000,Bakıxanov q.,"Bakı, 22 may 2022",06/15/2022,2 ,34.3 ,1/5 
2 otaqlı78 m²9/17 mərtəbə,150 000,Yeni Yasamal q.,"Bakı, 24 may 2022",06/15/2022,2 ,78 ,9/17 
3 otaqlı93 m²15/18 mərtəbə,220 000,İnşaatçılar m.,"Bakı, 25 may 2022",06/15/2022,3 ,93 ,15/18 
2 otaqlı60 m²11/17 mərtəbə,93 500,Elmlər Akademiyası m.,"Bakı, 22 may 2022",06/15/2022,2 ,60 ,11/17 
3 otaqlı116 m²18/21 mərtəbə,358 000,Şah İsmayıl Xətai m.,"Bakı, 22 may 2022",06/15/2022,3 ,116 ,18/21 
4 otaqlı240 m²9/17 mərtəbə,1 200 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,4 ,240 ,9/17 
5 otaqlı286 m²12/22 mərtəbə,1 340 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,5 ,286 ,12/22 
3 otaqlı50 m²4/5 mərtəbə,80 000,7-ci mikrorayon q.,"Bakı, 24 may 2022",06/15/2022,3 ,50 ,4/5 
6 otaqlı350 m²11/19 mərtəbə,1 450 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,6 ,350 ,11/19 
2 otaqlı120 m²10/18 mərtəbə,135 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,2 ,120 ,10/18 
3 otaqlı75 m²3/5 mərtəbə,190 000,Nizami m.,"Bakı, 24 may 2022",06/15/2022,3 ,75 ,3/5 
4 otaqlı141 m²13/19 mərtəbə,275 000,İnşaatçılar m.,"Bakı, 22 may 2022",06/15/2022,4 ,141 ,13/19 
9 otaqlı500 m²14/17 mərtəbə,950 000,Nərimanov r.,"Bakı, 23 may 2022",06/15/2022,9 ,500 ,14/17 
2 otaqlı42 m²2/5 mərtəbə,77 000,Memar Əcəmi m.,"Bakı, 24 may 2022",06/15/2022,2 ,42 ,2/5 
2 otaqlı57 m²16/16 mərtəbə,88 500,Qara Qarayev m.,"Bakı, 22 may 2022",06/15/2022,2 ,57 ,16/16 
1 otaqlı34 m²3/10 mərtəbə,84 000,Nərimanov r.,"Bakı, 24 may 2022",06/15/2022,1 ,34 ,3/10 
3 otaqlı124 m²7/17 mərtəbə,225 000,Memar Əcəmi m.,"Bakı, 23 may 2022",06/15/2022,3 ,124 ,7/17 
2 otaqlı55 m²5/5 mərtəbə,79 000,Elmlər Akademiyası m.,"Bakı, 24 may 2022",06/15/2022,2 ,55 ,5/5 
3 otaqlı145 m²6/19 mərtəbə,178 000,Nərimanov r.,"Bakı, 22 may 2022",06/15/2022,3 ,145 ,6/19 
2 otaqlı55 m²15/17 mərtəbə,105 000,8-ci kilometr q.,"Bakı, 24 may 2022",06/15/2022,2 ,55 ,15/17 
2 otaqlı55 m²4/5 mərtəbə,165 000,Nəsimi r.,"Bakı, 22 may 2022",06/15/2022,2 ,55 ,4/5 
