location,city,object_type,bill_num,mortgage_num,price_cleaned,rooms_cleaned_num,size_cleaned_num,floor_current_num,floor_max_num,floor_ratio
Masazır q.,baki,evler,1,0,62500,4.0,140.0,,,
Masazır q.,baki,evler,1,1,65500,4.0,140.0,,,
Məmmədli q.,baki,evler,1,0,110000,5.0,400.0,,,
Mərdəkan q.,baki,evler,1,0,410000,7.0,370.0,,,
Bakıxanov q.,baki,evler,1,0,235000,5.0,180.0,,,
Buzovna q.,baki,evler,1,0,150000,8.0,400.0,,,
Lökbatan q.,baki,evler,1,1,75000,4.0,160.0,,,
Hökməli q.,baki,evler,1,0,68000,4.0,120.0,,,
Nərimanov r.,baki,evler,0,0,180000,7.0,205.0,,,
Mərdəkan q.,baki,evler,1,0,280000,4.0,370.0,,,
Mərdəkan q.,baki,evler,1,0,260000,6.0,240.0,,,
Mərdəkan q.,baki,evler,1,0,950000,6.0,300.0,,,
Binə q.,baki,evler,0,0,28000,4.0,150.0,,,
Mərdəkan q.,baki,baglar,1,0,590000,,310.0,,,
Şüvəlan q.,baki,baglar,0,0,315000,,180.0,,,
Bilgəh q.,baki,baglar,1,0,110000,,118.0,,,
Mərdəkan q.,baki,baglar,1,0,495000,,200.0,,,
Buzovna q.,baki,baglar,0,0,75000,,160.0,,,
Mərdəkan q.,baki,baglar,1,0,99000,,120.0,,,
Görədil q.,baki,baglar,1,0,850000,,500.0,,,
Fatmayı q.,baki,baglar,1,0,65000,,80.0,,,
Novxanı q.,baki,baglar,1,0,325000,,160.0,,,
Görədil q.,baki,baglar,1,0,155000,,240.0,,,
Mərdəkan q.,baki,baglar,1,0,195000,,165.0,,,
Türkan q.,baki,baglar,1,0,10000,,30.0,,,
Şüvəlan q.,baki,baglar,1,0,250000,,300.0,,,
Mərdəkan q.,baki,baglar,1,0,345000,,180.0,,,
Mərdəkan q.,baki,baglar,1,0,380000,,180.0,,,
Görədil q.,baki,baglar,1,0,220000,,340.0,,,
Şüvəlan q.,baki,baglar,1,0,840000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,265000,,130.0,,,
Mərdəkan q.,baki,baglar,1,0,380000,,180.0,,,
Mərdəkan q.,baki,baglar,1,0,420000,,210.0,,,
Mərdəkan q.,baki,baglar,1,0,260000,,180.0,,,
Mərdəkan q.,baki,baglar,1,0,1190000,,550.0,,,
Novxanı q.,baki,baglar,1,0,100000,,130.0,,,
Mərdəkan q.,baki,baglar,1,0,160000,,150.0,,,
Mərdəkan q.,baki,baglar,1,0,325000,,170.0,,,
Albalılıq q.,baki,baglar,1,0,250000,,180.0,,,
Xəzər r.,baki,baglar,1,0,140000,,1600.0,,,
Novxanı q.,baki,baglar,1,1,432000,,300.0,,,
Nardaran q.,baki,torpaq,1,0,105000,,,,,
Nardaran q.,baki,torpaq,1,0,300000,,,,,
Badamdar q.,baki,torpaq,1,0,15555,,,,,
Sabunçu r.,baki,torpaq,1,0,105000,,,,,
Buzovna q.,baki,torpaq,1,0,265000,,,,,
Novxanı q.,baki,torpaq,1,0,70000,,,,,
Nərimanov r.,baki,torpaq,1,0,2800000,,,,,
Maştağa q.,baki,torpaq,0,0,35000,,,,,
Sabunçu r.,baki,torpaq,0,0,14000,,,,,
Nardaran q.,baki,torpaq,1,0,20500,,,,,
Abşeron r.,baki,torpaq,1,0,60000,,,,,
Biləcəri q.,baki,torpaq,1,0,8500,,,,,
Bilgəh q.,baki,torpaq,1,0,120000,,,,,
Masazır q.,baki,torpaq,1,0,8000,,,,,
Qala q.,baki,torpaq,0,0,24000,,,,,
Buzovna q.,baki,torpaq,1,0,46500,,,,,
Saray q.,baki,torpaq,1,0,40000,,,,,
Yeni Ramana q.,baki,torpaq,1,0,25000,,,,,
Nəsimi m.,baki,torpaq,1,0,320000,,,,,
Savalan q.,baki,torpaq,1,0,21000,,,,,
Müşfiqabad q.,baki,torpaq,0,0,12000,,,,,
Gənclik m.,baki,torpaq,1,0,1200000,,,,,
Yeni Günəşli q.,baki,torpaq,0,0,21000,,,,,
Abşeron r.,baki,torpaq,1,0,7800,,,,,
Bakıxanov q.,baki,torpaq,0,0,400000,,,,,
İçəri Şəhər m.,baki,torpaq,1,0,17000000,,,,,
Maştağa q.,baki,torpaq,1,0,38000,,,,,
Masazır q.,baki,torpaq,1,0,650000,,,,,
Nəsimi r.,baki,menziller,1,1,421400,3.0,168.6,22.0,24.0,0.9166666666666666
İnşaatçılar m.,baki,menziller,1,0,170000,3.0,105.0,2.0,18.0,0.1111111111111111
Azadlıq Prospekti m.,baki,menziller,1,1,168000,4.0,90.0,8.0,9.0,0.8888888888888888
Yasamal r.,baki,menziller,1,0,138000,4.0,120.0,3.0,5.0,0.6
Sea Breeze,baki,menziller,0,0,263814,2.0,75.7,,,
Gənclik m.,baki,menziller,0,0,373338,4.0,207.4,,,
28 May m.,baki,menziller,0,0,201750,3.0,134.5,,,
Şah İsmayıl Xətai m.,baki,menziller,0,0,404700,5.0,213.0,,,
Əhmədli q.,baki,menziller,0,0,135000,2.0,82.0,18.0,19.0,0.9473684210526315
Əhmədli m.,baki,menziller,0,0,125000,2.0,72.0,15.0,17.0,0.8823529411764706
3-cü mikrorayon q.,baki,menziller,1,0,85000,2.0,42.0,2.0,5.0,0.4
Əhmədli q.,baki,menziller,0,0,145000,3.0,88.0,17.0,19.0,0.8947368421052632
Nizami r.,baki,menziller,0,1,178000,3.0,109.0,13.0,16.0,0.8125
Nizami r.,baki,menziller,0,0,95000,2.0,60.0,15.0,17.0,0.8823529411764706
Nizami r.,baki,menziller,0,0,96000,2.0,60.0,6.0,14.0,0.42857142857142855
4-cü mikrorayon q.,baki,menziller,1,0,65000,2.0,50.0,5.0,5.0,1.0
Həzi Aslanov q.,baki,menziller,1,0,100000,3.0,72.0,9.0,9.0,1.0
Nəsimi r.,baki,menziller,1,0,270000,3.0,116.0,4.0,17.0,0.23529411764705882
Nərimanov r.,baki,menziller,0,0,109000,2.0,110.0,17.0,18.0,0.9444444444444444
Əhmədli m.,baki,menziller,1,0,210000,3.0,101.0,5.0,16.0,0.3125
Əhmədli q.,baki,menziller,1,0,160000,3.0,110.0,16.0,20.0,0.8
Əhmədli q.,baki,menziller,1,0,135000,3.0,76.0,11.0,20.0,0.55
Yeni Yasamal q.,baki,menziller,1,1,150000,4.0,110.0,3.0,9.0,0.3333333333333333
Nərimanov r.,baki,menziller,1,0,232000,3.0,172.2,10.0,22.0,0.45454545454545453
Sahil m.,baki,menziller,1,0,245000,3.0,100.0,3.0,3.0,1.0
Əhmədli q.,baki,menziller,0,0,130000,2.0,82.0,17.0,19.0,0.8947368421052632
Əhmədli q.,baki,menziller,0,0,160000,3.0,99.0,16.0,19.0,0.8421052631578947
Əhmədli m.,baki,menziller,1,0,96000,2.0,52.0,4.0,5.0,0.8
Əhmədli q.,baki,menziller,0,0,165000,3.0,99.0,16.0,19.0,0.8421052631578947
İnşaatçılar m.,baki,menziller,0,0,132000,2.0,103.0,11.0,19.0,0.5789473684210527
Sahil m.,baki,menziller,1,0,119000,3.0,56.0,2.0,2.0,1.0
Gənclik m.,baki,menziller,1,0,160000,3.0,90.0,10.0,10.0,1.0
Nəsimi r.,baki,menziller/yeni-tikili,0,0,280000,4.0,185.0,13.0,17.0,0.7647058823529411
Nəsimi r.,baki,menziller/yeni-tikili,1,0,295000,4.0,236.0,16.0,18.0,0.8888888888888888
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,0,135000,3.0,105.0,2.0,16.0,0.125
Qara Qarayev m.,baki,menziller/yeni-tikili,1,1,207000,3.0,150.0,2.0,17.0,0.11764705882352941
Bakı,baki,menziller/yeni-tikili,0,0,323000,3.0,170.0,,,
Sea Breeze,baki,menziller/yeni-tikili,0,0,263814,2.0,75.7,,,
Bakı,baki,menziller/yeni-tikili,0,0,279335,3.0,121.5,,,
Bakı,baki,menziller/yeni-tikili,0,0,376099,3.0,153.5,,,
Masazır q.,baki,menziller/yeni-tikili,1,0,55000,1.0,43.0,6.0,10.0,0.6
Abşeron r.,baki,menziller/yeni-tikili,0,0,65000,2.0,63.0,1.0,10.0,0.1
Xətai r.,baki,menziller/yeni-tikili,0,0,340000,3.0,200.0,7.0,8.0,0.875
Nizami m.,baki,menziller/yeni-tikili,1,1,265000,3.0,145.0,3.0,17.0,0.17647058823529413
Nizami m.,baki,menziller/yeni-tikili,1,0,1360000,8.0,800.0,23.0,24.0,0.9583333333333334
7-ci mikrorayon q.,baki,menziller/yeni-tikili,1,0,270000,4.0,200.0,4.0,11.0,0.36363636363636365
Nizami m.,baki,menziller/yeni-tikili,1,1,177000,2.0,90.0,10.0,17.0,0.5882352941176471
Nizami m.,baki,menziller/yeni-tikili,1,1,190000,3.0,130.0,10.0,20.0,0.5
Nizami m.,baki,menziller/yeni-tikili,1,1,255000,3.0,155.0,7.0,10.0,0.7
Nizami m.,baki,menziller/yeni-tikili,1,1,230000,3.0,170.0,2.0,20.0,0.1
Nizami m.,baki,menziller/yeni-tikili,1,1,176000,3.0,100.0,14.0,16.0,0.875
Nizami m.,baki,menziller/yeni-tikili,1,1,165000,2.0,75.0,12.0,17.0,0.7058823529411765
Nizami m.,baki,menziller/yeni-tikili,1,1,210000,3.0,121.0,5.0,17.0,0.29411764705882354
Nizami m.,baki,menziller/yeni-tikili,1,0,268000,4.0,150.0,5.0,10.0,0.5
Neftçilər m.,baki,menziller/yeni-tikili,1,0,182000,3.0,113.0,3.0,17.0,0.17647058823529413
İnşaatçılar m.,baki,menziller/yeni-tikili,1,1,160000,2.0,160.0,8.0,17.0,0.47058823529411764
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,260000,4.0,176.0,15.0,16.0,0.9375
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,290000,4.0,160.0,3.0,16.0,0.1875
Neftçilər m.,baki,menziller/yeni-tikili,1,0,164000,3.0,104.0,11.0,16.0,0.6875
Nərimanov r.,baki,menziller/yeni-tikili,1,1,210000,3.0,127.0,5.0,18.0,0.2777777777777778
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,0,0,132000,2.0,72.0,8.0,16.0,0.5
Əhmədli m.,baki,menziller/yeni-tikili,0,0,105000,2.0,80.0,6.0,16.0,0.375
Xətai r.,baki,menziller/yeni-tikili,0,0,237000,3.0,137.0,3.0,7.0,0.42857142857142855
Nəsimi r.,baki,menziller/yeni-tikili,1,0,360000,4.0,183.0,9.0,16.0,0.5625
3-cü mikrorayon q.,baki,menziller/kohne-tikili,1,0,120000,3.0,80.0,4.0,5.0,0.8
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,1,168000,4.0,90.0,8.0,9.0,0.8888888888888888
Nəriman Nərimanov m.,baki,menziller/kohne-tikili,1,0,158000,2.0,72.0,3.0,10.0,0.3
Azadlıq Prospekti m.,baki,menziller/kohne-tikili,1,1,115000,3.0,85.0,9.0,9.0,1.0
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,114000,3.0,70.0,2.0,5.0,0.4
Lökbatan q.,baki,menziller/kohne-tikili,1,0,95000,3.0,79.0,5.0,5.0,1.0
Əhmədli m.,baki,menziller/kohne-tikili,1,0,85000,2.0,65.0,9.0,9.0,1.0
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,69000,2.0,50.0,2.0,5.0,0.4
Şah İsmayıl Xətai m.,baki,menziller/kohne-tikili,1,0,135000,3.0,78.0,8.0,9.0,0.8888888888888888
Həzi Aslanov m.,baki,menziller/kohne-tikili,1,0,61000,1.0,40.0,1.0,5.0,0.2
Gənclik m.,baki,menziller/kohne-tikili,1,0,135000,3.0,60.0,1.0,5.0,0.2
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,35000,1.0,26.0,1.0,2.0,0.5
Həzi Aslanov m.,baki,menziller/kohne-tikili,1,0,125000,3.0,80.0,7.0,9.0,0.7777777777777778
Gənclik m.,baki,menziller/kohne-tikili,1,0,195000,4.0,110.0,7.0,9.0,0.7777777777777778
Hövsan q.,baki,menziller/kohne-tikili,1,1,68000,2.0,51.0,8.0,9.0,0.8888888888888888
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,1,155000,3.0,100.0,5.0,9.0,0.5555555555555556
Nərimanov r.,baki,menziller/kohne-tikili,1,1,95000,2.0,51.0,3.0,9.0,0.3333333333333333
8-ci mikrorayon q.,baki,menziller/kohne-tikili,1,0,110500,2.0,63.0,5.0,9.0,0.5555555555555556
Bakıxanov q.,baki,menziller/kohne-tikili,1,0,82000,2.0,54.0,8.0,9.0,0.8888888888888888
Nəsimi m.,baki,menziller/kohne-tikili,1,1,135000,3.0,105.0,5.0,9.0,0.5555555555555556
Ələt q.,baki,menziller/kohne-tikili,1,0,49000,3.0,53.0,5.0,5.0,1.0
Şah İsmayıl Xətai m.,baki,menziller/kohne-tikili,0,0,210000,5.0,120.0,7.0,7.0,1.0
Yasamal r.,baki,menziller/kohne-tikili,1,0,120000,3.0,65.0,1.0,9.0,0.1111111111111111
Bakıxanov q.,baki,menziller/kohne-tikili,1,0,75000,2.0,60.0,1.0,5.0,0.2
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,177000,3.0,83.0,8.0,9.0,0.8888888888888888
Yasamal r.,baki,menziller/kohne-tikili,1,0,193000,3.0,85.0,4.0,5.0,0.8
Nəsimi r.,baki,menziller/kohne-tikili,1,0,200000,3.0,90.0,4.0,4.0,1.0
Sahil m.,baki,menziller/kohne-tikili,1,0,197000,3.0,110.0,4.0,9.0,0.4444444444444444
Novxanı q.,baki,evler,1,0,52000,3.0,90.0,,,
Mərdəkan q.,baki,evler,1,0,1700000,11.0,600.0,,,
NZS q.,baki,evler,0,0,104000,4.0,115.0,,,
Zabrat q.,baki,evler,1,0,89000,4.0,110.0,,,
Binə q.,baki,evler,0,0,38000,3.0,100.0,,,
Saray q.,baki,evler,1,0,89000,7.0,220.0,,,
Əhmədli q.,baki,evler,1,1,300000,5.0,200.0,,,
Hövsan q.,baki,evler,0,0,63500,4.0,120.0,,,
Masazır q.,baki,evler,1,0,44000,3.0,70.0,,,
Novxanı q.,baki,evler,1,0,184500,5.0,400.0,,,
Yasamal q.,baki,evler,0,0,130000,3.0,70.0,,,
Qara Qarayev m.,baki,evler,1,0,340000,10.0,250.0,,,
Masazır q.,baki,evler,1,0,165000,7.0,330.0,,,
Masazır q.,baki,evler,1,0,24000,6.0,100.0,,,
Masazır q.,baki,evler,1,0,255000,7.0,274.0,,,
Qaraçuxur q.,baki,evler,0,0,55000,3.0,95.0,,,
Binə q.,baki,evler,0,0,49000,7.0,390.0,,,
Binə q.,baki,evler,0,0,35000,4.0,110.0,,,
Səbail r.,baki,evler,1,1,17000000,14.0,1500.0,,,
Badamdar q.,baki,evler,1,1,380000,6.0,410.0,,,
İnşaatçılar m.,baki,evler,0,0,35000,2.0,32.0,,,
Pirşağı q.,baki,evler,0,0,28000,2.0,55.0,,,
Biləcəri q.,baki,evler,1,1,1480000,5.0,150.0,,,
Sulutəpə q.,baki,evler,0,0,63000,4.0,90.0,,,
Qara Qarayev m.,baki,evler,1,0,285000,3.0,120.0,,,
M.Ə.Rəsulzadə q.,baki,evler,1,0,1200000,8.0,500.0,,,
Novxanı q.,baki,evler,1,0,850000,13.0,1500.0,,,
Maştağa q.,baki,evler,1,0,97000,6.0,230.0,,,
Bilgəh q.,baki,baglar,1,0,1900000,,240.0,,,
Pirşağı q.,baki,baglar,1,0,113000,,140.0,,,
Mərdəkan q.,baki,baglar,1,0,840000,,480.0,,,
Dübəndi q.,baki,baglar,1,0,79000,,100.0,,,
Buzovna q.,baki,baglar,1,0,700000,,500.0,,,
Mərdəkan q.,baki,baglar,1,0,265000,,130.0,,,
Mərdəkan q.,baki,baglar,1,0,185000,,160.0,,,
Pirşağı q.,baki,baglar,0,0,55000,,95.0,,,
Görədil q.,baki,baglar,1,0,115000,,625.0,,,
Bilgəh q.,baki,baglar,1,0,248000,,430.0,,,
Mərdəkan q.,baki,baglar,1,0,1190000,,500.0,,,
Abşeron r.,baki,baglar,1,0,159000,,285.0,,,
Albalılıq q.,baki,baglar,1,0,110000,,240.0,,,
Görədil q.,baki,baglar,1,0,160000,,250.0,,,
Şimal DRES q.,baki,baglar,0,0,80000,,120.0,,,
Bilgəh q.,baki,baglar,1,0,275000,,180.0,,,
Mərdəkan q.,baki,baglar,1,0,700000,,350.0,,,
Pirşağı q.,baki,baglar,1,0,175000,,2000.0,,,
Novxanı q.,baki,baglar,1,0,390000,,300.0,,,
Şüvəlan q.,baki,baglar,1,0,195000,,160.0,,,
Görədil q.,baki,baglar,1,0,170000,,160.0,,,
Mərdəkan q.,baki,baglar,1,0,255000,,180.0,,,
Mərdəkan q.,baki,baglar,1,0,200000,,160.0,,,
Mərdəkan q.,baki,baglar,1,0,160000,,255.0,,,
Saray q.,baki,baglar,1,0,92000,,200.0,,,
Bilgəh q.,baki,baglar,1,0,430000,,430.0,,,
Bilgəh q.,baki,baglar,1,0,320000,,200.0,,,
Şüvəlan q.,baki,baglar,1,0,999000,,650.0,,,
Badamdar q.,baki,torpaq,1,0,500000,,,,,
Mərdəkan q.,baki,torpaq,1,0,250000,,,,,
Şağan q.,baki,torpaq,1,1,165000,,,,,
Şüvəlan q.,baki,torpaq,1,0,205000,,,,,
Səbail r.,baki,torpaq,1,0,1100000,,,,,
Badamdar q.,baki,torpaq,1,0,360000,,,,,
Abşeron r.,baki,torpaq,0,0,6200,,,,,
Badamdar q.,baki,torpaq,1,0,118000,,,,,
Badamdar q.,baki,torpaq,1,0,180000,,,,,
Novxanı q.,baki,torpaq,1,0,42000,,,,,
Mehdiabad q.,baki,torpaq,1,0,26000,,,,,
Ceyranbatan q.,baki,torpaq,1,0,45000,,,,,
Mərdəkan q.,baki,torpaq,1,0,120000,,,,,
Qara Qarayev m.,baki,torpaq,1,0,3900000,,,,,
Mərdəkan q.,baki,torpaq,1,0,95000,,,,,
Mərdəkan q.,baki,torpaq,1,0,135000,,,,,
Badamdar q.,baki,torpaq,1,0,360000,,,,,
Binəqədi q.,baki,torpaq,0,0,12500,,,,,
Nardaran q.,baki,torpaq,1,0,35000,,,,,
Lökbatan q.,baki,torpaq,1,0,6800000,,,,,
Nəsimi r.,baki,torpaq,1,0,1500000,,,,,
Novxanı q.,baki,torpaq,1,0,42000,,,,,
Şüvəlan q.,baki,torpaq,1,0,36000,,,,,
Şüvəlan q.,baki,torpaq,1,0,25000,,,,,
Maştağa q.,baki,torpaq,0,0,26000,,,,,
Buzovna q.,baki,torpaq,0,0,36000,,,,,
Saray q.,baki,torpaq,1,0,70000,,,,,
Maştağa q.,baki,torpaq,0,0,12000,,,,,
Masazır q.,baki,menziller,0,0,118000,3.0,92.0,4.0,7.0,0.5714285714285714
Həzi Aslanov m.,baki,menziller,1,0,97000,2.0,60.0,5.0,16.0,0.3125
Şah İsmayıl Xətai m.,baki,menziller,0,0,360000,3.0,200.0,7.0,8.0,0.875
İnşaatçılar m.,baki,menziller,1,1,182000,3.0,120.0,13.0,17.0,0.7647058823529411
Bakı,baki,menziller,0,0,227439,3.0,136.6,,,
Bakı,baki,menziller,0,0,180638,2.0,73.7,,,
Şah İsmayıl Xətai m.,baki,menziller,0,0,191900,2.0,101.0,,,
Bakı,baki,menziller,0,0,214540,3.0,126.2,,,
Nəsimi r.,baki,menziller,1,0,132000,2.0,70.0,4.0,5.0,0.8
Nərimanov r.,baki,menziller,1,0,115000,3.0,65.0,5.0,5.0,1.0
Şah İsmayıl Xətai m.,baki,menziller,1,0,260000,3.0,126.0,3.0,18.0,0.16666666666666666
Həzi Aslanov m.,baki,menziller,1,0,125000,3.0,100.0,15.0,15.0,1.0
Nəriman Nərimanov m.,baki,menziller,1,1,165000,2.0,91.0,14.0,18.0,0.7777777777777778
Nərimanov r.,baki,menziller,1,1,215000,3.0,100.0,16.0,18.0,0.8888888888888888
Əhmədli q.,baki,menziller,0,0,165000,3.0,99.0,15.0,19.0,0.7894736842105263
Nərimanov r.,baki,menziller,1,0,87000,2.0,45.0,1.0,5.0,0.2
Nizami m.,baki,menziller,1,0,650000,4.0,176.0,11.0,19.0,0.5789473684210527
8-ci kilometr q.,baki,menziller,0,0,114000,2.0,68.0,10.0,18.0,0.5555555555555556
Nərimanov r.,baki,menziller,1,1,119000,2.0,60.0,3.0,16.0,0.1875
Nəriman Nərimanov m.,baki,menziller,1,1,150000,2.0,82.0,2.0,16.0,0.125
Həzi Aslanov m.,baki,menziller,1,0,129000,3.0,110.0,16.0,16.0,1.0
Nizami m.,baki,menziller,1,0,510000,5.0,235.0,7.0,16.0,0.4375
Nərimanov r.,baki,menziller,1,1,315000,4.0,147.0,16.0,18.0,0.8888888888888888
Neftçilər m.,baki,menziller,1,0,110000,3.0,75.0,3.0,5.0,0.6
Nəriman Nərimanov m.,baki,menziller,0,0,265000,3.0,115.0,6.0,12.0,0.5
28 May m.,baki,menziller,1,0,158000,2.0,70.0,4.0,5.0,0.8
28 May m.,baki,menziller,1,0,159000,3.0,72.0,3.0,3.0,1.0
Yeni Yasamal q.,baki,menziller,1,1,99800,3.0,74.0,11.0,24.0,0.4583333333333333
M.Ə.Rəsulzadə q.,baki,menziller,0,0,48000,2.0,75.0,4.0,5.0,0.8
Həzi Aslanov m.,baki,menziller,0,0,100000,3.0,80.0,9.0,9.0,1.0
Nəriman Nərimanov m.,baki,menziller,1,1,283000,3.0,115.0,15.0,17.0,0.8823529411764706
Gənclik m.,baki,menziller,1,0,95000,2.0,45.0,5.0,5.0,1.0
Nizami m.,baki,menziller/yeni-tikili,0,0,320000,3.0,147.0,10.0,18.0,0.5555555555555556
Kubinka q.,baki,menziller/yeni-tikili,1,0,305000,3.0,151.0,12.0,16.0,0.75
Nərimanov r.,baki,menziller/yeni-tikili,0,0,138000,2.0,59.0,8.0,17.0,0.47058823529411764
Elmlər Akademiyası m.,baki,menziller/yeni-tikili,1,0,600000,3.0,162.0,4.0,17.0,0.23529411764705882
Bakı,baki,menziller/yeni-tikili,0,0,397917,4.0,209.4,,,
Ağ şəhər,baki,menziller/yeni-tikili,0,0,620000,5.0,248.0,,,
Bakı,baki,menziller/yeni-tikili,0,0,180638,2.0,73.7,,,
Bakı,baki,menziller/yeni-tikili,0,0,354131,4.0,154.0,,,
Nəsimi m.,baki,menziller/yeni-tikili,0,0,240000,4.0,187.0,19.0,22.0,0.8636363636363636
Memar Əcəmi m.,baki,menziller/yeni-tikili,1,0,173000,3.0,112.0,3.0,10.0,0.3
20 Yanvar m.,baki,menziller/yeni-tikili,1,1,115000,3.0,70.0,12.0,18.0,0.6666666666666666
İnşaatçılar m.,baki,menziller/yeni-tikili,1,0,180000,3.0,147.0,14.0,15.0,0.9333333333333333
Şah İsmayıl Xətai m.,baki,menziller/yeni-tikili,1,0,1050000,4.0,270.0,13.0,24.0,0.5416666666666666
Yeni Yasamal q.,baki,menziller/yeni-tikili,1,0,110000,2.0,67.0,3.0,11.0,0.2727272727272727
Ağ şəhər q.,baki,menziller/yeni-tikili,1,1,234500,3.0,115.0,15.0,18.0,0.8333333333333334
Abşeron r.,baki,menziller/yeni-tikili,1,0,69000,3.0,80.0,4.0,16.0,0.25
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,1,0,165000,2.0,77.2,14.0,17.0,0.8235294117647058
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,1,121900,2.0,72.0,16.0,17.0,0.9411764705882353
Neftçilər m.,baki,menziller/yeni-tikili,0,0,113000,2.0,67.0,11.0,16.0,0.6875
Nərimanov r.,baki,menziller/yeni-tikili,0,0,175000,3.0,107.0,6.0,17.0,0.35294117647058826
Nəsimi r.,baki,menziller/yeni-tikili,1,1,230000,3.0,135.0,13.0,17.0,0.7647058823529411
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,0,135000,3.0,113.0,12.0,20.0,0.6
Binəqədi r.,baki,menziller/yeni-tikili,1,0,365000,4.0,185.0,5.0,15.0,0.3333333333333333
Nəsimi r.,baki,menziller/yeni-tikili,1,0,180000,3.0,95.0,8.0,16.0,0.5
Azadlıq Prospekti m.,baki,menziller/yeni-tikili,1,0,232000,3.0,145.0,7.0,12.0,0.5833333333333334
Masazır q.,baki,menziller/yeni-tikili,1,0,71000,3.0,74.0,3.0,6.0,0.5
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,0,168000,3.0,120.0,9.0,20.0,0.45
Nəsimi m.,baki,menziller/yeni-tikili,1,0,180000,3.0,95.0,7.0,14.0,0.5
Həzi Aslanov m.,baki,menziller/yeni-tikili,1,0,139000,2.0,90.0,14.0,16.0,0.875
Masazır q.,baki,menziller/yeni-tikili,0,0,52500,2.0,54.1,1.0,6.0,0.16666666666666666
Nəriman Nərimanov m.,baki,menziller/yeni-tikili,0,0,221400,3.0,123.0,15.0,17.0,0.8823529411764706
28 May m.,baki,menziller/yeni-tikili,1,0,320000,4.0,181.0,5.0,17.0,0.29411764705882354
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,1,113000,3.0,85.0,9.0,9.0,1.0
Xalqlar Dostluğu m.,baki,menziller/kohne-tikili,1,0,87000,3.0,58.0,1.0,5.0,0.2
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,1,125000,3.0,85.0,6.0,9.0,0.6666666666666666
Əhmədli m.,baki,menziller/kohne-tikili,1,0,103000,3.0,80.0,3.0,9.0,0.3333333333333333
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,0,82000,3.0,55.0,3.0,5.0,0.6
İçəri Şəhər m.,baki,menziller/kohne-tikili,1,0,252000,2.0,89.0,4.0,4.0,1.0
Xətai r.,baki,menziller/kohne-tikili,1,0,89000,3.0,80.0,1.0,9.0,0.1111111111111111
Xətai r.,baki,menziller/kohne-tikili,1,0,140000,4.0,98.0,4.0,9.0,0.4444444444444444
Sahil m.,baki,menziller/kohne-tikili,1,0,180000,2.0,58.0,4.0,4.0,1.0
Yeni Yasamal q.,baki,menziller/kohne-tikili,1,1,120000,4.0,120.0,7.0,9.0,0.7777777777777778
Hövsan q.,baki,menziller/kohne-tikili,1,0,78000,3.0,68.0,8.0,9.0,0.8888888888888888
Yasamal q.,baki,menziller/kohne-tikili,1,0,145000,2.0,75.0,7.0,9.0,0.7777777777777778
Hövsan q.,baki,menziller/kohne-tikili,1,0,49000,2.0,48.0,3.0,4.0,0.75
Nəsimi r.,baki,menziller/kohne-tikili,1,0,140000,2.0,56.0,4.0,5.0,0.8
Yasamal r.,baki,menziller/kohne-tikili,1,0,240000,4.0,103.0,3.0,9.0,0.3333333333333333
Nəsimi m.,baki,menziller/kohne-tikili,1,0,122000,3.0,80.0,6.0,9.0,0.6666666666666666
8-ci mikrorayon q.,baki,menziller/kohne-tikili,1,1,158000,4.0,110.0,8.0,9.0,0.8888888888888888
Elmlər Akademiyası m.,baki,menziller/kohne-tikili,1,0,155000,3.0,100.0,5.0,9.0,0.5555555555555556
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,175000,5.0,120.0,7.0,9.0,0.7777777777777778
Nəsimi m.,baki,menziller/kohne-tikili,1,1,145000,4.0,110.0,8.0,9.0,0.8888888888888888
Memar Əcəmi m.,baki,menziller/kohne-tikili,1,1,125000,3.0,85.0,6.0,9.0,0.6666666666666666
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,114000,3.0,80.0,2.0,5.0,0.4
İnşaatçılar m.,baki,menziller/kohne-tikili,1,0,137000,3.0,82.0,4.0,9.0,0.4444444444444444
8-ci mikrorayon q.,baki,menziller/kohne-tikili,1,0,92000,2.0,65.0,7.0,9.0,0.7777777777777778
Nəsimi r.,baki,menziller/kohne-tikili,1,0,152000,3.0,100.0,6.0,12.0,0.5
Əhmədli m.,baki,menziller/kohne-tikili,1,0,147000,4.0,100.0,4.0,9.0,0.4444444444444444
